MOV;r,m32/64;0-4
MOV;m,r32/64;0-3
DIV;r8/m8;12-15
DIV;r16/m16;13-20
DIV;r32/m32;13-28
DIV;r64/m64;13-44
IDIV;r8/m8;12-15
IDIV;r16/m16;13-20
IDIV;r32/m32;13-28
IDIV;r64/m64;13-44
FSIN;;50-170
FCOS;;50-120
FSINCOS;;75-140
FPTAN;;75-95
FPATAN;;50-160
