MOV;r,m32/64;0-4
MOV;m,r32/r64;0-3
MOVNTI;m,r;~900
MOVZX, MOVSX;r,m;3-4
XCHG;r,m;~18
LEA;r32/r64,[m];1-2
DIV;r8/m8;12-15
DIV;r16/m16;13-20
DIV;r32/m32;13-28
DIV;r64/m64;13-44
IDIV;r8/m8;12-15
IDIV;r16/m16;13-20
IDIV;r32/m32;13-28
IDIV;r64/m64;13-44
LOCK ADD;m,r;~17
LOCK XADD;m,r;~17
LOCK CMPXCHG;m,r;~17
LOCK CMPXCHG8B;m64;~17
LOCK CMPXCHG16B;m128;~17
FSIN;;50-170
FCOS;;50-120
FSINCOS;;75-140
FPTAN;;75-95
FPATAN;;50-160
FYL2X;;~50
FYL2XP1;;~145
MOVNTQ;m,mm;~930
MOVNTDQ;m,x;~940
MASKMOVQ;mm,mm;~2000
MASKMOVDQU;x,x;~5000
MOVNTPS/D;m,v;~950
VMASKMOVPS/D;v,v,m;5-6
VMASKMOVPS/D;m128,x,x;~50
VMASKMOVPS/D;m256,y,y;~23
VRSQRTPS;y,y/m;3-4
