EXTRACTPS;r32,x,i;4
EXTRACTPS;m32,x,i;4
MOVMSKPS/D;r32,x;4
MOVNTPS/D;m128,x;3
SHUFPS;x,x,i;1
SHUFPD;x,x,i;1
MOVDDUP;x, x;1
MOVSH/LDUP;x, x;1
UNPCKH/LPS/PD;x, x;1
CVTPD2PS;x, x;4
CVTPS2PD;x, x;4
CVTSD2SS;x, x;4
CVTSS2SD;x, x;4
CVTDQ2PS;x, x;4
CVT(T) PS2DQ;x, x;4
CVTDQ2PD;x, x;4
CVT(T)PD2DQ;x, x;4
CVTPI2PS;x,mm;4
CVT(T)PS2PI;mm,x;4
CVTPI2PD;x,mm;4
CVT(T) PD2PI;mm,x;4
CVTSI2SS;x,r32;6
CVT(T)SS2SI;r32,x;5
CVTSI2SD;xm,r32;6
CVT(T)SD2SI;r32,x;5
ADDSS/SD/PS/PD;x, x;3
SUBSS/SD/PS/PD;x, x;3
ADDSUBPS/PD;x, x;3
HADDPS HSUBPS;x, x;6
HADDPD HSUBPD;x, x;5
MULSS/SD/PS/PD;x, x;4
DIVSS;x, x;11
DIVSD;x, x;14
DIVPS;x, x;16
DIVPD;x, x;22
RCPSS;x, x;4
RCPPS;x, x;5
CMPccSS/SD/PS/PD;x, x;3
(U)COMISS/SD;x, x;4
MAXSS/SD/PS/PD;x, x;3
MINSS/SD/PS/PD;x, x;3
ROUNDSS/SD/PS/PD;x,x,i;4
DPPS;x,x,i;17
DPPD;x,x,i;5
SQRTSS;x, x;12
SQRTPS;x, x;18
SQRTSD;x, x;18
SQRTPD;x, x;30
RSQRTSS;x, x;4
RSQRTPS;x, x;5
ANDPS/D;x, x;1
ANDNPS/D;x, x;1
ORPS/D;x, x;1
XORPS/D;x, x;1
LDMXCSR;m32;18
STMXCSR;m32;12
FXSAVE;m4096;
FXSAVE;m4096;
FXRSTOR;m4096;
FXRSTOR;m4096;
XSAVE;m;
XSAVE;m;
XRSTOR;m;
XRSTOR;m;
XSAVEC;m;
XSAVEC;m;
XSAVEOPT;m;
XSAVEOPT ;m;
