PMIN/MAXUB/SW;xmm,m128;
PSADBW;mm,mm;4
PSADBW;mm,m64;4
PSADBW ;xmm,xmm;4
PSADBW ;xmm,m128;4
PAND(N) POR PXOR;mm,mm;1
PAND(N) POR PXOR;mm,m64;
PAND(N) POR PXOR;xmm,xmm;1
PAND(N) POR PXOR;xmm,m128;
PSLL/RL/RAW/D/Q;mm,mm/i;1
PSLL/RL/RAW/D/Q;mm,m64;
PSLL/RL/RAW/D/Q;xmm,i;2
PSLL/RL/RAW/D/Q;xmm,xmm;2
PSLL/RL/RAW/D/Q;xmm,m128;
PSLL/RLDQ;xmm,i;3
EMMS;;6
MOVAPS/D;xmm,xmm;1
MOVAPS/D;xmm,m128;2
MOVAPS/D;m128,xmm;3
MOVUPS/D;xmm,m128;2
MOVUPS/D;m128,xmm;3
MOVSS/D;xmm,xmm;1
MOVSS/D;xmm,m32/64;1
MOVSS/D;m32/64,xmm;1
MOVHPS/D MOVLPS/D;xmm,m64;1
MOVHPS/D MOVLPS/D;m64,xmm;1
MOVLHPS MOVHLPS;xmm,xmm;1
MOVMSKPS/D;r32,xmm;2
MOVNTPS/D;m128,xmm;
SHUFPS/D;xmm,xmm,i;2
SHUFPS/D;xmm,m128,i;
MOVDDUP g);xmm,xmm;1
MOVSH/LDUP g);xmm,xmm;2
MOVSH/LDUP g);xmm,m128;
UNPCKH/LPS;xmm,xmm;3-4
UNPCKH/LPS;xmm,m128;
UNPCKH/LPD;xmm,xmm;1
UNPCKH/LPD;xmm,m128;
CVTPS2PD;xmm,xmm;3
CVTPS2PD;xmm,m64;
CVTPD2PS;xmm,xmm;4
CVTPD2PS;xmm,m128;
CVTSD2SS;xmm,xmm;4
CVTSD2SS;xmm,m64;
CVTSS2SD;xmm,xmm;2
CVTSS2SD;xmm,m64;
CVTDQ2PS;xmm,xmm;3
CVTDQ2PS;xmm,m128;
CVT(T) PS2DQ;xmm,xmm;3
CVT(T) PS2DQ;xmm,m128;
CVTDQ2PD;xmm,xmm;4
CVTDQ2PD;xmm,m64;
CVT(T)PD2DQ;xmm,xmm;4
CVT(T)PD2DQ;xmm,m128;
CVTPI2PS;xmm,mm;3
CVTPI2PS;xmm,m64;
CVT(T)PS2PI;mm,xmm;3
CVT(T)PS2PI;mm,m128;
CVTPI2PD;xmm,mm;5
CVTPI2PD;xmm,m64;
CVT(T) PD2PI;mm,xmm;4
CVT(T) PD2PI;mm,m128;
CVTSI2SS;xmm,r32;4
CVT(T)SS2SI;r32,xmm;4
CVT(T)SS2SI;r32,m32;
CVTSI2SD;xmm,r32;4
CVTSI2SD;xmm,m32;
CVT(T)SD2SI;r32,xmm;4
CVT(T)SD2SI;r32,m64;
ADDSS/D SUBSS/D;xmm,xmm;3
ADDSS/D SUBSS/D;xmm,m32/64;3
ADDPS/D SUBPS/D;xmm,xmm;3
ADDPS/D SUBPS/D;xmm,m128;3
ADDSUBPS/D g);xmm,xmm;3
HADDPS HSUBPS g);xmm,xmm;7
HADDPD HSUBPD g);xmm,xmm;4
MULSS;xmm,xmm;4
MULSD;xmm,xmm;5
MULSS;xmm,m32;4
MULSD;xmm,m64;5
MULPS;xmm,xmm;4
MULPD;xmm,xmm;5
MULPS;xmm,m128;4
MULPD;xmm,m128;5
DIVSS;xmm,xmm;9-18 c)
DIVSD;xmm,xmm;9-32 c)
DIVSS;xmm,m32;9-18 c)
DIVSD;xmm,m64;9-32 c)
DIVPS;xmm,xmm;16-34 c)
DIVPD;xmm,xmm;16-62 c)
DIVPS;xmm,m128;16-34 c)
DIVPD;xmm,m128;16-62 c)
CMPccSS/D;xmm,xmm;3
CMPccSS/D;xmm,m32/64;
CMPccPS/D;xmm,xmm;3
CMPccPS/D;xmm,m128;
COMISS/D UCOMISS/D;xmm,xmm;
COMISS/D UCOMISS/D;xmm,m32/64;
MAXSS/D MINSS/D;xmm,xmm;3
MAXSS/D MINSS/D;xmm,m32/64;3
MAXPS/D MINPS/D;xmm,xmm;3
MAXPS/D MINPS/D;xmm,m128;3
RCPSS;xmm,xmm;3
RCPSS;xmm,m32;
RCPPS;xmm,xmm;3
RCPPS;xmm,m128;
SQRTSS;xmm,xmm;6-30
SQRTSS;xmm,m32;
SQRTSD;xmm,xmm;5-58
SQRTSD;xmm,m64;
SQRTPS;xmm,xmm;8-56
SQRTPD;xmm,xmm;16-114
SQRTPS;xmm,m128;
SQRTPD;xmm,m128;
RSQRTSS;xmm,xmm;3
RSQRTSS;xmm,m32;
RSQRTPS;xmm,xmm;3
RSQRTPS;xmm,m128;
AND/ANDN/OR/XORPS/D;xmm,xmm;1
AND/ANDN/OR/XORPS/D;xmm,m128;
LDMXCSR;m32;
STMXCSR;m32;
FXSAVE;m4096;
FXRSTOR;m4096;
