MOVD (MOVQ);xmm,r64;9
MOVQ;mm,mm;2
MOVQ;xmm,xmm;2
MOVQ;mm,m64;
MOVQ;xmm,m64;
MOVQ;m64,mm/x;
MOVDQA;xmm,xmm;2
MOVDQA;xmm,m;
MOVDQA;m,xmm;
MOVDQU;xmm,m;
MOVDQU;m,xmm;
MOVDQ2Q;mm,xmm;2
MOVQ2DQ;xmm,mm;2
MOVNTQ;m,mm;
MOVNTDQ;m,xmm;
PACKSSWB/DW PACKUSWB;mm,r/m;2
PACKSSWB/DW PACKUSWB;xmm,r/m;3
PUNPCKH/LBW/WD/DQ;mm,r/m;2
PUNPCKH/LBW/WD/DQ;xmm,r/m;2
PUNPCKHQDQ;xmm,r/m;2
PUNPCKLQDQ;xmm,r/m;2
PSHUFD;xmm,xmm,i;3
PSHUFW;mm,mm,i;2
PSHUFL/HW;xmm,xmm,i;2
MASKMOVQ;mm,mm;
MASKMOVDQU;xmm,xmm;
PMOVMSKB;r32,mm/xmm;2
PEXTRW;r32,mm/x,i;5
PINSRW;mm,r32,i;12
PINSRW;xmm,r32,i;12
PADDB/W/D/Q PADDSB/W PADDUSB/W PSUBB/W/D/Q PSUBSB/W PSUBUSB/W;mm,r/m;2
PADDB/W/D/Q PADDSB/W ADDUSB/W PSUBB/W/D/Q PSUBSB/W PSUBUSB/W;xmm,r/m;2
PCMPEQ/GT B/W/D;mm,r/m;2
PCMPEQ/GT B/W/D;xmm,r/m;2
PMULLW PMULHW PMULHUW PMULUDQ;mm,r/m;3
PMULLW PMULHW PMULHUW PMULUDQ;xmm,r/m;3
PMADDWD;mm,r/m;3
PMADDWD;xmm,r/m;3
PAVGB/W;mm,r/m;2
PAVGB/W;xmm,r/m;2
PMIN/MAX SW/UB;mm,r/m;2
PMIN/MAX SW/UB;xmm,r/m;2
PSADBW;mm,r/m;3
PSADBW;xmm,r/m;3
PAND PANDN POR PXOR;mm,r/m;2
PAND PANDN POR PXOR;xmm,r/m;2
PSLL/RL W/D/Q PSRAW/D;mm,i/mm/m;2
PSLL/RL W/D/Q PSRAW/D;x,i/x/m;2
PSLLDQ, PSRLDQ;xmm,i;2
EMMS;;
MOVAPS/D;r,r;2
MOVAPS/D;r,m;
MOVAPS/D;m,r;
MOVUPS/D;r,r;2
MOVUPS/D;r,m;
MOVUPS/D;m,r;
MOVSS/D;r,r;2
MOVSS/D;r,m;4
MOVSS/D;m,r;3
MOVHLPS, MOVLHPS;r,r;2
MOVHPS/D, MOVLPS/D;r,m;
MOVHPS/D, MOVLPS/D;m,r;
MOVDDUP;r,r;2
MOVSH/LDUP;r,r;2
MOVNTPS/D;m,r;
MOVMSKPS/D;r32,r;8
SHUFPS/D;r,r/m,i;3
UNPCK H/L PS/D;r,r/m;3
CVTPS2PD;r,r/m;4
CVTPD2PS;r,r/m;8
CVTSD2SS;r,r/m;8
CVTSS2SD;r,r/m;2
CVTDQ2PS;r,r/m;5
CVTDQ2PD;r,r/m;5
CVT(T)PS2DQ;r,r/m;5
CVT(T)PD2DQ;r,r/m;8
CVTPI2PS;xmm,mm;4
CVTPI2PD;xmm,mm;5
CVT(T)PS2PI;mm,xmm;6
CVT(T)PD2PI;mm,xmm;8
CVTSI2SS;xmm,r32;14
CVTSI2SD;xmm,r32;12
CVT(T)SD2SI;r32,xmm;10
CVT(T)SS2SI;r32,xmm;9
ADDSS/D SUBSS/D;r,r/m;4
ADDPS/D SUBPS/D;r,r/m;4
HADDPS/D HSUBPS/D;r,r/m;4
MULSS/D;r,r/m;4
MULPS/D;r,r/m;4
DIVSS;r,r/m;11-16
DIVPS;r,r/m;18-30
DIVSD;r,r/m;11-20
DIVPD;r,r/m;16-34
RCPSS;r,r/m;3
RCPPS;r,r/m;3
MAXSS/D MINSS/D;r,r/m;2
MAXPS/D MINPS/D;r,r/m;2
CMPccSS/D;r,r/m;2
CMPccPS/D;r,r/m;2
COMISS/D UCOMISS/D;r,r/m;2
ANDPS/D ANDNPS/D ORPS/D XORPS/D;r,r/m;2
SQRTSS;r,r/m;19
SQRTPS;r,r/m;36
SQRTSD;r,r/m;27
SQRTPD;r,r/m;48
RSQRTSS;r,r/m;3
RSQRTPS;r,r/m;3
LDMXCSR;m;
STMXCSR;m;
